1960  7 10  0  2 ABBY       13.0  56.2   30    0
1960  7 10  6  2 ABBY       13.0  58.0   30    0
1960  7 10 12  2 ABBY       13.8  61.0   65    0
1960  7 10 18  2 ABBY       14.2  62.3   70    0
1960  7 11  0  2 ABBY       14.5  63.5   80    0
1960  7 11  6  2 ABBY       14.4  64.8   80    0
1960  7 11 12  2 ABBY       14.8  66.0   85    0
1960  7 11 18  2 ABBY       15.2  67.5   80    0
1960  7 12  0  2 ABBY       14.9  69.0   70    0
1960  7 12  6  2 ABBY       14.7  70.5   70    0
1960  7 12 12  2 ABBY       14.7  72.0   75    0
1960  7 12 18  2 ABBY       15.0  73.2   75    0
1960  7 13  0  2 ABBY       15.2  74.3   75    0
1960  7 13  6  2 ABBY       15.1  75.5   65    0
1960  7 13 12  2 ABBY       14.8  76.8   50    0
1960  7 13 18  2 ABBY       14.7  78.1   40    0
1960  7 14  0  2 ABBY       14.7  79.5   40    0
1960  7 14  6  2 ABBY       15.1  81.1   45    0
1960  7 14 12  2 ABBY       15.6  82.7   55    0
1960  7 14 18  2 ABBY       15.9  84.0   60    0
1960  7 15  0  2 ABBY       16.2  85.2   65    0
1960  7 15  6  2 ABBY       16.4  86.5   70    0
1960  7 15 12  2 ABBY       16.5  87.8   65    0
1960  7 15 18  2 ABBY       16.3  89.3   45    0
1960  7 16  0  2 ABBY       16.5  90.6   30    0
1960  7 16  6  2 ABBY       17.3  91.6   25    0
1960  7 16 12  2 ABBY       18.0  92.5   25    0
1960  7 16 18  2 ABBY       18.0  93.7   25    0
1960  7 28 18  3 BRENDA     27.0  86.0   30    0
1960  7 29  0  3 BRENDA     29.0  83.4   30    0
1960  7 29  6  3 BRENDA     30.3  82.5   30    0
1960  7 29 12  3 BRENDA     31.5  81.5   45    0
1960  7 29 18  3 BRENDA     32.9  79.7   45    0
1960  7 30  0  3 BRENDA     34.6  78.0   50    0
1960  7 30  6  3 BRENDA     37.0  76.3   45    0
1960  7 30 12  3 BRENDA     39.5  74.8   45    0
1960  7 30 18  3 BRENDA     41.6  73.0   45    0
1960  7 31  0  3 BRENDA     43.9  71.1   40    0
1960  7 31  6  3 BRENDA     47.0  69.8   35    0
1960  7 31 12  3 BRENDA     50.5  69.0   30    0
1960  7 31 18  3 BRENDA     54.1  69.0   30    0
1960  8  1  0  3 BRENDA     57.8  68.9   30    0
1960  8 17 18  4 CLEO       24.4  75.5   35    0
1960  8 18  0  4 CLEO       25.1  74.5   40    0
1960  8 18  6  4 CLEO       25.9  73.4   55    0
1960  8 18 12  4 CLEO       26.7  72.7   60    0
1960  8 18 18  4 CLEO       27.8  71.8   65    0
1960  8 19  0  4 CLEO       29.3  71.0   70    0
1960  8 19  6  4 CLEO       31.0  70.2   75    0
1960  8 19 12  4 CLEO       33.1  69.4   75    0
